CVE,CVSS3,EPSS,EPSS Percentile,Description,Date
CVE-2023-36851,5.3,0.10471,0.92932,"Juniper Junos OS on SRX Series contains a missing authentication for critical function vulnerability that allows an unauthenticated, network-based attacker to cause limited impact to the file system integrity. With a specific request to webauth_operation.php that doesn't require authentication, an attacker is able to upload arbitrary files via J-Web, leading to a loss of integrity for a certain part of the file system, which may allow chaining to other vulnerabilities.",2023-11-13
CVE-2023-29552,7.5,0.9345,0.99812,"The Service Location Protocol (SLP) contains a denial-of-service (DoS) vulnerability that could allow an unauthenticated, remote attacker to register services and use spoofed UDP traffic to conduct a denial-of-service (DoS) attack with a significant amplification factor.",2023-11-08
CVE-2023-22518,9.8,0.94375,0.99962,Atlassian Confluence Data Center and Server contain an improper authorization vulnerability that can result in significant data loss when exploited by an unauthenticated attacker. There is no impact on confidentiality since the attacker cannot exfiltrate any data.,2023-11-07
CVE-2023-46604,9.8,0.94436,0.99985,Apache ActiveMQ contains a deserialization of untrusted data vulnerability that may allow a remote attacker with network access to a broker to run shell commands by manipulating serialized class types in the OpenWire protocol to cause the broker to instantiate any class on the classpath.,2023-11-02
CVE-2023-46748,8.8,0.03165,0.86419,F5 BIG-IP Configuration utility contains an SQL injection vulnerability that may allow an authenticated attacker with network access through the BIG-IP management port and/or self IP addresses to execute system commands. This vulnerability can be used in conjunction with CVE-2023-46747.,2023-10-31
CVE-2023-46747,9.8,0.94439,0.99986,F5 BIG-IP Configuration utility contains an authentication bypass using an alternate path or channel vulnerability due to undisclosed requests that may allow an unauthenticated attacker with network access to the BIG-IP system through the management port and/or self IP addresses to execute system commands. This vulnerability can be used in conjunction with CVE-2023-46748.,2023-10-31
CVE-2023-5631,5.4,0.9074,0.996,Roundcube Webmail contains a persistent cross-site scripting (XSS) vulnerability that allows a remote attacker to run malicious JavaScript code.,2023-10-26
CVE-2023-20273,7.2,0.91876,0.99682,"Cisco IOS XE contains a command injection vulnerability in the web user interface. When chained with CVE-2023-20198, the attacker can leverage the new local user to elevate privilege to root and write the implant to the file system. Cisco identified CVE-2023-20273 as the vulnerability exploited to deploy the implant. CVE-2021-1435, previously associated with the exploitation events, is no longer believed to be related to this activity.",2023-10-23
CVE-2023-4966,7.5,0.94307,0.99938,"Citrix NetScaler ADC and NetScaler Gateway contain a buffer overflow vulnerability that allows for sensitive information disclosure when configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) or AAA virtual server.",2023-10-18
CVE-2023-20198,10.0,0.94122,0.99899,"Cisco IOS XE Web UI contains a privilege escalation vulnerability in the web user interface that could allow a remote, unauthenticated attacker to create an account with privilege level 15 access. The attacker can then use that account to gain control of the affected device.",2023-10-16
CVE-2023-21608,7.8,0.8896,0.995,Adobe Acrobat and Reader contains a use-after-free vulnerability that allows for code execution in the context of the current user.,2023-10-10
CVE-2023-20109,6.6,0.01331,0.79122,"Cisco IOS and IOS XE contain an out-of-bounds write vulnerability in the Group Encrypted Transport VPN (GET VPN) feature that could allow an authenticated, remote attacker who has administrative control of either a group member or a key server to execute malicious code or cause a device to crash.",2023-10-10
CVE-2023-41763,,0.14595,0.94193,Microsoft Skype for Business contains an unspecified vulnerability that allows for privilege escalation.,2023-10-10
CVE-2023-36563,5.5,0.00725,0.71624,Microsoft WordPad contains an unspecified vulnerability that allows for information disclosure.,2023-10-10
CVE-2023-44487,7.5,0.94504,0.99999,HTTP/2 contains a rapid reset vulnerability that allows for a distributed denial-of-service attack (DDoS).,2023-10-10
CVE-2023-22515,9.8,0.94365,0.99958,Atlassian Confluence Data Center and Server contains a broken access control vulnerability that allows an attacker to create unauthorized Confluence administrator accounts and access Confluence.,2023-10-05
CVE-2023-40044,8.8,0.94427,0.99981,Progress WS_FTP Server contains a deserialization of untrusted data vulnerability in the Ad Hoc Transfer module that allows an authenticated attacker to execute remote commands on the underlying operating system.,2023-10-05
CVE-2023-42824,7.8,0.00494,0.64661,Apple iOS and iPadOS contain an unspecified vulnerability that allows for local privilege escalation.,2023-10-05
CVE-2023-42793,9.8,0.94582,1.0,JetBrains TeamCity contains an authentication bypass vulnerability that allows for remote code execution on TeamCity Server.,2023-10-04
CVE-2023-28229,7.0,0.07065,0.91116,Microsoft Windows Cryptographic Next Generation (CNG) Key Isolation Service contains an unspecified vulnerability that allows an attacker to gain specific limited SYSTEM privileges.,2023-10-04
CVE-2023-4211,5.5,0.00054,0.16747,"Arm Mali GPU Kernel Driver contains a use-after-free vulnerability that allows a local, non-privileged user to make improper GPU memory processing operations to gain access to already freed memory.",2023-10-03
CVE-2023-5217,8.8,0.01027,0.76347,"Google Chromium libvpx contains a heap buffer overflow vulnerability in vp8 encoding that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could impact web browsers using libvpx, including but not limited to Google Chrome.",2023-10-02
CVE-2018-14667,9.8,0.88931,0.99497,"Red Hat JBoss RichFaces Framework contains an expression language injection vulnerability via the UserResource resource. A remote, unauthenticated attacker could exploit this vulnerability to execute malicious code using a chain of Java serialized objects via org.ajax4jsf.resource.UserResource$UriData.",2023-09-28
CVE-2023-41991,5.5,0.07168,0.91184,"Apple iOS, iPadOS, macOS, and watchOS contain an improper certificate validation vulnerability that can allow a malicious app to bypass signature validation.",2023-09-25
CVE-2023-41992,7.8,0.0037,0.5804,"Apple iOS, iPadOS, macOS, and watchOS contain an unspecified vulnerability that allows for local privilege escalation.",2023-09-25
CVE-2023-41993,8.8,0.08736,0.92117,"Apple iOS, iPadOS, macOS, and Safari WebKit contain an unspecified vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",2023-09-25
CVE-2023-41179,7.2,0.01552,0.80658,Trend Micro Apex One and Worry-Free Business Security contain an unspecified vulnerability in the third-party anti-virus uninstaller that could allow an attacker to manipulate the module to conduct remote code execution. An attacker must first obtain administrative console access on the target system in order to exploit this vulnerability.,2023-09-21
CVE-2023-28434,8.8,0.33706,0.96798,"MinIO contains a security feature bypass vulnerability that allows an attacker to use crafted requests to bypass metadata bucket name checking and put an object into any bucket while processing `PostPolicyBucket` to conduct privilege escalation. To carry out this attack, the attacker requires credentials with `arn:aws:s3:::*` permission, as well as enabled Console API access.",2023-09-19
CVE-2022-22265,7.8,0.00211,0.4367,Samsung devices with selected Exynos chipsets contain a use-after-free vulnerability that allows malicious memory write and code execution.,2023-09-18
CVE-2021-3129,9.8,0.94287,0.99931,Laravel Ignition contains a file upload vulnerability that allows unauthenticated remote attackers to execute malicious code due to insecure usage of file_get_contents() and file_put_contents().,2023-09-18
CVE-2023-26369,7.8,0.00432,0.61804,Adobe Acrobat and Reader contains an out-of-bounds write vulnerability that allows for code execution.,2023-09-14
CVE-2023-35674,7.8,0.00056,0.17101,Android Framework contains an unspecified vulnerability that allows for privilege escalation.,2023-09-13
CVE-2023-20269,9.1,0.00358,0.57277,"Cisco Adaptive Security Appliance and Firepower Threat Defense contain an unauthorized access vulnerability that could allow an unauthenticated, remote attacker to conduct a brute force attack in an attempt to identify valid username and password combinations or establish a clientless SSL VPN session with an unauthorized user.",2023-09-13
CVE-2023-4863,8.8,0.94165,0.99907,Google Chromium WebP contains a heap-based buffer overflow vulnerability that allows a remote attacker to perform an out-of-bounds memory write via a crafted HTML page. This vulnerability can affect applications that use the WebP Codec.,2023-09-13
CVE-2023-36761,6.5,0.0371,0.87524,Microsoft Word contains an unspecified vulnerability that allows for information disclosure.,2023-09-12
CVE-2023-36802,7.8,0.75007,0.98823,Microsoft Streaming Service Proxy contains an unspecified vulnerability that allows for privilege escalation.,2023-09-12
CVE-2023-41064,7.8,0.92397,0.99721,"Apple iOS, iPadOS, and macOS contain a buffer overflow vulnerability in ImageIO when processing a maliciously crafted image, which may lead to code execution. This vulnerability was chained with CVE-2023-41061.",2023-09-11
CVE-2023-41061,7.8,0.04339,0.88487,"Apple iOS, iPadOS, and watchOS contain an unspecified vulnerability due to a validation issue affecting Wallet in which a maliciously crafted attachment may result in code execution. This vulnerability was chained with CVE-2023-41064.",2023-09-11
CVE-2023-33246,9.8,0.94362,0.99957,"Several components of Apache RocketMQ, including NameServer, Broker, and Controller, are exposed to the extranet and lack permission verification. An attacker can exploit this vulnerability by using the update configuration function to execute commands as the system users that RocketMQ is running as or achieve the same effect by forging the RocketMQ protocol content.",2023-09-06
